kind,ms,raw,min,max,range,rail_low,rail_high,status,label,placement,connected,recording,event,detail
event,0,,,,,,,GOOD WAVEFORM,finger_connected,finger,1,recording,start,finger_connected
siglab,20,572,572,572,0,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,40,520,520,572,52,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,60,469,469,572,103,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,80,405,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,108,431,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,128,431,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,148,437,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,168,465,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,188,449,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,208,444,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,228,462,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,248,467,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,268,499,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,288,476,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,308,459,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,328,478,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,358,464,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,378,446,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,398,449,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,418,473,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,438,438,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,458,452,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,478,456,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,498,484,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,518,546,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,538,551,405,572,167,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,558,609,405,609,204,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,578,614,405,614,209,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,608,621,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,628,582,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,648,546,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,668,528,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,688,456,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,708,436,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,728,421,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,748,420,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,768,448,405,621,216,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,788,399,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,808,422,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,828,427,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,858,460,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,878,447,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,898,473,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,918,491,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,938,444,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,958,456,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,978,464,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,998,469,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1018,473,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1038,449,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1058,427,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1078,433,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1108,444,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1128,485,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1148,516,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1168,568,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1188,588,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1208,605,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1228,604,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1248,583,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1268,592,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1288,524,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1308,492,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1328,468,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1358,441,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1378,421,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1398,409,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1418,439,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
siglab,1438,411,399,621,222,0,0,FLOATING,finger_connected,finger,1,recording,,
