kind,ms,raw,min,max,range,rail_low,rail_high,status,label,placement,connected,recording,event,detail
event,0,,,,,,,MOVING,none_connected,none,1,recording,start,none_connected
siglab,20,491,491,491,0,0,0,FLOATING,none_connected,none,1,recording,,
siglab,40,516,491,516,25,0,0,FLOATING,none_connected,none,1,recording,,
siglab,60,496,491,516,25,0,0,FLOATING,none_connected,none,1,recording,,
siglab,80,485,485,516,31,0,0,FLOATING,none_connected,none,1,recording,,
siglab,100,474,474,516,42,0,0,FLOATING,none_connected,none,1,recording,,
siglab,120,472,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,140,482,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,160,475,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,180,494,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,200,489,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,220,498,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,240,505,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,260,498,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,280,484,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,300,490,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,320,499,472,516,44,0,0,FLOATING,none_connected,none,1,recording,,
siglab,340,536,472,536,64,0,0,FLOATING,none_connected,none,1,recording,,
siglab,360,578,472,578,106,0,0,FLOATING,none_connected,none,1,recording,,
siglab,380,586,472,586,114,0,0,FLOATING,none_connected,none,1,recording,,
siglab,400,545,472,586,114,0,0,FLOATING,none_connected,none,1,recording,,
siglab,420,532,472,586,114,0,0,FLOATING,none_connected,none,1,recording,,
siglab,440,534,472,586,114,0,0,FLOATING,none_connected,none,1,recording,,
siglab,460,517,472,586,114,0,0,FLOATING,none_connected,none,1,recording,,
siglab,488,462,462,586,124,0,0,FLOATING,none_connected,none,1,recording,,
siglab,508,432,432,586,154,0,0,FLOATING,none_connected,none,1,recording,,
siglab,528,412,412,586,174,0,0,FLOATING,none_connected,none,1,recording,,
