kind,ms,raw,min,max,range,rail_low,rail_high,status,label,placement,connected,recording,event,detail
event,0,,,,,,,NO SENSOR,none_unplugged,none,0,recording,start,none_unplugged
siglab,20,0,0,0,0,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,40,0,0,0,0,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,60,0,0,0,0,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,80,13,0,13,13,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,100,4,0,13,13,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,120,67,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,140,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,160,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,180,4,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,200,44,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,220,13,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,240,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,260,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,280,28,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,300,29,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,320,55,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,340,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,360,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,390,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,410,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,430,9,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,450,32,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,470,64,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,490,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,510,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,530,3,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,550,38,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,570,6,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,590,1,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,610,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,640,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,660,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,680,3,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,700,14,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,720,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,740,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,760,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,780,13,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,800,36,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,820,49,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,840,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,860,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,890,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,910,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,930,16,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,950,18,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,970,7,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,990,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1010,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1030,16,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1050,27,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1070,16,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1090,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1110,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1140,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1160,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1180,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1200,46,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1220,43,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1240,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1260,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1280,20,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1300,28,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1320,33,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
siglab,1340,0,0,67,67,1,0,NO SENSOR,none_unplugged,none,0,recording,,
