kind,ms,raw,min,max,range,rail_low,rail_high,status,label,placement,connected,recording,event,detail
event,0,,,,,,,GOOD WAVEFORM,none_connected,none,1,recording,start,none_connected
siglab,20,479,479,479,0,0,0,FLOATING,none_connected,none,1,recording,,
siglab,40,520,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,60,499,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,80,495,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,100,485,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,120,485,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,140,490,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,160,479,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,192,503,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,212,500,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,232,494,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,252,488,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,272,507,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,292,520,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,312,511,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,332,509,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,352,492,479,520,41,0,0,FLOATING,none_connected,none,1,recording,,
siglab,372,469,469,520,51,0,0,FLOATING,none_connected,none,1,recording,,
siglab,392,445,445,520,75,0,0,FLOATING,none_connected,none,1,recording,,
siglab,412,436,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,442,452,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,462,459,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,482,463,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,502,468,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,522,479,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,542,480,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,562,491,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,582,490,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,602,490,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,622,479,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,642,486,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,662,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,692,500,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,712,502,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,732,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,752,480,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,772,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,792,476,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,812,480,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,832,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,852,492,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,872,491,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,892,496,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,912,495,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,942,500,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,962,494,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,982,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1002,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1022,479,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1042,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1062,492,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1082,481,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1102,485,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1122,498,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1142,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1162,486,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1192,499,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1212,493,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1232,485,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1252,477,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1272,473,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1292,481,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1312,481,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1332,491,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1352,488,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1372,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1392,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1412,488,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1442,501,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1462,493,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1482,489,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1502,486,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1522,481,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1542,476,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1562,477,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1582,468,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1602,481,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1622,489,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1642,490,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1662,489,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1692,508,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1712,496,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1732,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1752,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1772,471,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1792,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1812,488,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1832,479,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1852,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1872,488,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1892,469,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1912,485,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1942,496,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1962,490,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,1982,493,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2002,477,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2022,480,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2042,480,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2062,507,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2082,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2102,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2122,485,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2142,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2162,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2192,500,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2212,491,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2232,484,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2252,476,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2272,487,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2292,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2312,488,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2332,488,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
siglab,2352,483,436,520,84,0,0,FLOATING,none_connected,none,1,recording,,
