kind,ms,raw,min,max,range,rail_low,rail_high,status,label,placement,connected,recording,event,detail
event,0,,,,,,,MOVING,ear_connected,ear,1,recording,start,ear_connected
siglab,20,687,687,687,0,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,40,713,687,713,26,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,60,652,652,713,61,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,80,625,625,713,88,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,100,585,585,713,128,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,120,604,585,713,128,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,140,588,585,713,128,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,160,543,543,713,170,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,180,519,519,713,194,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,200,489,489,713,224,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,220,485,485,713,228,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,240,487,485,713,228,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,260,458,458,713,255,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,280,458,458,713,255,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,309,469,458,713,255,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,329,455,455,713,258,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,349,429,429,713,284,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,369,460,429,713,284,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,389,474,429,713,284,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,409,456,429,713,284,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,429,436,429,713,284,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,449,407,407,713,306,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,469,412,407,713,306,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,489,409,407,713,306,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,509,404,404,713,309,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,529,410,404,713,309,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,559,393,393,713,320,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,579,383,383,713,330,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,599,348,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,619,389,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,639,422,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,659,473,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,679,524,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,699,586,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,719,655,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,739,702,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,759,701,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,779,690,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,809,604,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,829,580,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,849,549,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,869,524,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,889,511,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,909,495,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,929,485,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,949,460,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
siglab,969,463,348,713,365,0,0,FLOATING,ear_connected,ear,1,recording,,
